start_station_name,member_casual,count_of_users,,,start_station_name,count_of_users
Glenwood Ave & Morse Ave,member,725,,,,
Ashland Ave & Grand Ave,member,724,,,,
Burnham Harbor,member,718,,,,
Ravenswood Ave & Berteau Ave,member,712,,,,
Racine Ave & Randolph St,member,705,,,,
Shields Ave & 28th Pl,member,698,,,,
Damen Ave & Foster Ave,member,693,,,,
Western Ave & Fillmore St,member,688,,,,
California Ave & Altgeld St,member,686,,,,
Spaulding Ave & Armitage Ave,member,682,,,,
Sheridan Rd & Loyola Ave,member,676,,,,
McCormick Place,member,663,,,,
California Ave & Division St,member,663,,,,
Clark St & Lunt Ave,member,661,,,,
Humboldt Blvd & Armitage Ave,member,659,,,,
Wentworth Ave & 33rd St,member,643,,,,
Damen Ave & Clybourn Ave,member,627,,,,
Clark St & Elmdale Ave,member,621,,,,
Milwaukee Ave & Fullerton Ave,member,621,,,,
Campbell Ave & Montrose Ave,member,618,,,,
Wood St & Hubbard St,member,616,,,,
Richmond St & Diversey Ave,member,613,,,,
W Armitage Ave & N Sheffield Ave,member,608,,,,
University Library (NU),member,606,,,,
California Ave & North Ave,member,605,,,,
Paulina St & 18th St,member,593,,,,
Lincoln Ave & Addison St,member,589,,,,
Sedgwick St & Schiller St,member,586,,,,
Morgan St & 31st St,member,584,,,,
Halsted St & 35th St,member,576,,,,
Hoyne Ave & Balmoral Ave,member,572,,,,
Western Ave & Roscoe St,member,570,,,,
Field Museum,member,568,,,,
N Carpenter St & W Lake St,member,566,,,,
Milwaukee Ave & Rockwell St,member,566,,,,
Clinton St & 18th St,member,564,,,,
Racine Ave & 15th St,member,562,,,,
Clark St & Schreiber Ave,member,553,,,,
Green St & Randolph St*,member,549,,,,
Cannon Dr & Fullerton Ave,member,540,,,,
Winchester Ave & Elston Ave,member,535,,,,
St. Louis Ave & Fullerton Ave,member,530,,,,
Greenview Ave & Jarvis Ave,member,527,,,,
Leavitt St & Addison St,member,527,,,,
Talman Ave & Addison St,member,521,,,,
Troy St & North Ave,member,519,,,,
Rockwell St & Eastwood Ave,member,517,,,,
Halsted St & 18th St,member,517,,,,
Sheridan Rd & Columbia Ave,member,517,,,,
Canal St & Harrison St,member,514,,,,
Washtenaw Ave & Lawrence Ave,member,511,,,,
Greenwood Ave & 47th St,member,499,,,,
California Ave & Montrose Ave,member,493,,,,
Wilton Ave & Diversey Pkwy*,member,492,,,,
Central Park Ave & Bloomingdale Ave,member,491,,,,
Damen Ave & Madison St,member,485,,,,
Campbell Ave & Fullerton Ave,member,483,,,,
W Oakdale Ave & N Broadway,member,482,,,,
Leavitt St & Belmont Ave,member,481,,,,
Leavitt St & Lawrence Ave,member,477,,,,
Ashland Ave & Belle Plaine Ave,member,476,,,,
Wood St & Webster Ave,member,476,,,,
Calumet Ave & 21st St,member,469,,,,
Lincoln Ave & Winona St,member,469,,,,
Kedzie Ave & Palmer Ct,member,468,,,,
Bernard St & Elston Ave,member,468,,,,
Damen Ave & Melrose Ave,member,463,,,,
Paulina St & Howard St,member,459,,,,
Damen Ave & Walnut (Lake) St,member,458,,,,
California Ave & Fletcher St,member,457,,,,
Chicago Ave & Washington St,member,452,,,,
Central Park Ave & Elbridge Ave,member,440,,,,
Clark St & Columbia Ave,member,429,,,,
Indiana Ave & 26th St,member,428,,,,
Western Ave & Congress Pkwy,member,426,,,,
Kosciuszko Park,member,424,,,,
Halsted St & Archer Ave,member,422,,,,
Drake Ave & Addison St,member,422,,,,
Wabash Ave & Cermak Rd,member,417,,,,
Southport Ave & Clark St,member,416,,,,
California Ave & Byron St,member,413,,,,
Lake Park Ave & 35th St,member,411,,,,
California Ave & Francis Pl,member,400,,,,
Emerald Ave & 28th St,member,397,,,,
California Ave & Francis Pl (Temp),member,392,,,,
N Sheffield Ave & W Wellington Ave,member,391,,,,
Damen Ave & Cullerton St,member,385,,,,
Oakley Ave & Irving Park Rd,member,383,,,,
Claremont Ave & Hirsch St,member,382,,,,
Ogden Ave & Roosevelt Rd,member,377,,,,
Manor Ave & Leland Ave,member,367,,,,
Laflin St & Cullerton St,member,364,,,,
Western Ave & Monroe St,member,358,,,,
Kimball Ave & Belmont Ave,member,355,,,,
Rockwell St & Fletcher St,member,354,,,,
Halsted St & North Branch St,member,348,,,,
Museum of Science and Industry,member,346,,,,
Elston Ave & Wabansia Ave,member,341,,,,
Lake Park Ave & 47th St,member,338,,,,
Albany Ave & Montrose Ave,member,338,,,,
Racine Ave & 35th St,member,333,,,,
Monticello Ave & Irving Park Rd,member,330,,,,
Glenwood Ave & Touhy Ave,member,328,,,,
Wallace St & 35th St,member,325,,,,
Avondale Ave & Irving Park Rd,member,323,,,,
Damen Ave & Wabansia Ave,member,316,,,,
Troy St & Elston Ave,member,315,,,,
Winchester (Ravenswood) Ave & Balmoral Ave,member,313,,,,
Avers Ave & Belmont Ave,member,311,,,,
State St & 19th St,member,311,,,,
Western Ave & 21st St,member,305,,,,
Francisco Ave & Foster Ave,member,297,,,,
N Paulina St & Lincoln Ave,member,295,,,,
Ashland Ave & Archer Ave,member,294,,,,
Cherry Ave & Blackhawk St,member,292,,,,
Kedzie Ave & Leland Ave,member,289,,,,
Eastlake Ter & Howard St,member,289,,,,
Buckingham Fountain,member,288,,,,
MTV Hubbard St,member,282,,,,
N Southport Ave & W Newport Ave,member,276,,,,
State St & 29th St,member,273,,,,
May St & Cullerton St,member,273,,,,
Cottage Grove Ave & 51st St,member,270,,,,
Spaulding Ave & Division St,member,270,,,,
Sheridan Rd & Greenleaf Ave,member,268,,,,
MLK Jr Dr & Pershing Rd,member,264,,,,
Elston Ave & George St,member,263,,,,
Western Ave & Grace St,member,259,,,,
Halsted St & 21st St,member,256,,,,
Wood St & 35th St,member,255,,,,
Cottage Grove Ave & 47th St,member,255,,,,
Malcolm X College,member,248,,,,
N Damen Ave & W Chicago Ave,member,248,,,,
Francisco Ave & Montrose Ave,member,244,,,,
Knox Ave & Montrose Ave,member,242,,,,
Christiana Ave & Lawrence Ave,member,232,,,,
Smith Park,member,230,,,,
Leavitt St & Archer Ave,member,227,,,,
N Shore Channel Trail & Argyle St,member,226,,,,
Warren Park West,member,225,,,,
Lincoln Ave & Byron St,member,222,,,,
Western Ave & Lunt Ave,member,214,,,,
Cottage Grove Ave & 63rd St,member,214,,,,
Campbell Ave & Augusta Blvd,member,214,,,,
St. Louis Ave & Balmoral Ave,member,213,,,,
Keystone Ave & Montrose Ave,member,212,,,,
Woodlawn Ave & Lake Park Ave,member,210,,,,
Kenosha & Wellington,member,209,,,,
Kedzie Ave & George St,member,208,,,,
Clark St & Jarvis Ave,member,207,,,,
Keystone Ave & Fullerton Ave,member,203,,,,
South Shore Dr & 67th St,member,202,,,,
Western Ave & Howard St,member,202,,,,
Western Ave & Granville Ave,member,200,,,,
Drake Ave & Montrose Ave,member,196,,,,
Wentworth Ave & 24th St (Temp),member,195,,,,
Fort Dearborn Dr & 31st St*,member,195,,,,
Prairie Ave & Garfield Blvd,member,194,,,,
Central Park Ave & North Ave,member,190,,,,
Wentworth Ave & Cermak Rd*,member,190,,,,
Troy St & Grace St,member,187,,,,
Western Ave & Berteau Ave,member,186,,,,
Evanston Civic Center,member,183,,,,
Wentworth Ave & 35th St,member,181,,,,
Racine Ave & 13th St,member,179,,,,
Dodge Ave & Church St,member,176,,,,
Western Ave & Gunnison St,member,172,,,,
Kedzie Ave & Lake St,member,172,,,,
Buckingham Fountain (Temp),member,171,,,,
Loomis St & Archer Ave,member,161,,,,
Cottage Grove Ave & 43rd St,member,160,,,,
Elmwood Ave & Austin St,member,156,,,,
Central St & Girard Ave,member,152,,,,
Bosworth Ave & Howard St,member,150,,,,
Wells St & 19th St,member,150,,,,
Kedzie Ave & Bryn Mawr Ave,member,149,,,,
Cottage Grove Ave & Oakwood Blvd,member,148,,,,
Budlong Woods Library,member,147,,,,
Public Rack - Kostner Ave & Armitage Ave,member,146,,,,
Kedzie Ave & Foster Ave,member,146,,,,
Clark St & Touhy Ave,member,145,,,,
California Ave & Winona St,member,141,,,,
Normal Ave & Archer Ave,member,140,,,,
Elston Ave & Henderson St,member,140,,,,
Rockwell St & Cermak Rd,member,140,,,,
State St & 95th St,member,139,,,,
Central St Metra,member,138,,,,
Milwaukee Ave & Cuyler Ave,member,138,,,,
Warren Park East,member,136,,,,
May St & 69th St,member,133,,,,
Western Ave & 24th St,member,132,,,,
Clinton St & Polk St,member,131,,,,
Lockwood Ave & Wrightwood Ave,member,130,,,,
Public Rack - Racine Ave & 109th Pl,member,128,,,,
Ridge Blvd & Howard St,member,127,,,,
Kedzie Ave & Chicago Ave,member,126,,,,
2112 W Peterson Ave,member,123,,,,
Ridge Blvd & Touhy Ave,member,123,,,,
W Washington Blvd & N Peoria St,member,121,,,,
Dorchester Ave & 49th St,member,120,,,,
Kildare Ave & Montrose Ave,member,119,,,,
Calumet Ave & 51st St,member,117,,,,
Lincoln Ave & Melrose St,member,114,,,,
Lincoln Ave & Balmoral Ave,member,113,,,,
Oakley Ave & Touhy Ave,member,112,,,,
Sawyer Ave & Irving Park Rd,member,111,,,,
Valli Produce - Evanston Plaza,member,111,,,,
Austin Blvd & Madison St,member,111,,,,
Damen Ave & Coulter St,member,110,,,,
Kedzie Ave & 48th Pl,member,110,,,,
Prairie Ave & 43rd St,member,108,,,,
California Ave & Lake St,member,107,,,,
Kostner Ave & Wrightwood Ave,member,107,,,,
Dorchester Ave & 63rd St,member,106,,,,
South Shore Dr & 71st St,member,105,,,,
Maplewood Ave & Peterson Ave,member,105,,,,
Francisco Ave & Bloomingdale Ave,member,105,,,,
Campbell Ave & Irving Park Rd,member,104,,,,
Pulaski Rd & 51st St,member,104,,,,
Chicago State University,member,102,,,,
Kostner Ave & Adams St,member,102,,,,
Dodge Ave & Main St,member,100,,,,
DuSable Museum,member,100,,,,
Whipple/Irving Park,member,100,,,,
Halsted St & 96th St,member,98,,,,
California Ave & 21st St,member,98,,,,
Albany Ave & Belmont Ave,member,96,,,,
Public Rack - Hamlin Ave & Fullerton Ave,member,94,,,,
Francisco Ave & Chicago Ave,member,94,,,,
Washtenaw Ave & Polk St,member,92,,,,
Kilpatrick Ave & Parker Ave,member,91,,,,
Kilbourn Ave & Irving Park Rd,member,91,,,,
Sacramento Blvd & Addison St,member,91,,,,
Wolcott Ave & Fargo Ave,member,90,,,,
Wentworth Ave & 24th St,member,89,,,,
Eggleston Ave & 69th St,member,88,,,,
Conservatory Dr & Lake St,member,87,,,,
Central Ave & Parker Ave,member,86,,,,
MLK Jr Dr & 47th St,member,84,,,,
Long & Irving Park,member,84,,,,
Narragansett & Wrightwood,member,78,,,,
Greenwood Ave & 97th St,member,77,,,,
Public Rack - Hamlin Ave & Montrose Ave,member,76,,,,
Kildare Ave & 47th St,member,74,,,,
Archer (Damen) Ave & 37th St,member,73,,,,
Halsted St & 37th St,member,73,,,,
Sacramento Blvd & Franklin Blvd,member,72,,,,
Elizabeth St & 92nd St,member,71,,,,
Ashland Ave & McDowell Ave,member,70,,,,
Elizabeth St & 59th St,member,69,,,,
Ashland Ave & 50th St,member,69,,,,
Central Ave & Chicago Ave,member,69,,,,
California Ave & 23rd Pl,member,68,,,,
Lincoln Ave & Peterson Ave,member,67,,,,
Public Rack - Washtenaw Ave & Devon Ave,member,67,,,,
Public Rack - Pulaski Rd & Armitage Ave,member,67,,,,
Public Rack - Western Blvd & 49th St,member,65,,,,
Narragansett & Irving Park,member,65,,,,
Jeffery Blvd & 71st St,member,64,,,,
N Clark St & W Elm St,member,63,,,,
Public Rack - Lawndale Ave & Diversey Ave,member,62,,,,
Kedzie Ave & 21st St,member,61,,,,
Princeton Ave & 47th St,member,61,,,,
Central Park Ave & Ogden Ave,member,60,,,,
Public Rack - Cicero Ave & Wrightwood Ave,member,60,,,,
Dodge Ave & Mulford St,member,60,,,,
Public Rack - Washtenaw Ave & Superior St,member,60,,,,
Kedzie Ave & 57th St,member,59,,,,
Washtenaw Ave & Ogden Ave,member,57,,,,
Lincolnwood Dr & Central St,member,55,,,,
Princeton Ave & Garfield Blvd,member,55,,,,
Hastings LWS,member,55,,,,
Public Rack - Lockwood Ave & Diversey Ave,member,54,,,,
Public Rack - Western Ave & Devon Ave,member,53,,,,
Kilbourn & Roscoe,member,53,,,,
Washtenaw Ave & Peterson Ave,member,52,,,,
Public Rack - Milwaukee Ave & Diversey Ave,member,51,,,,
Stony Island Ave & 71st St,member,50,,,,
Kilbourn Ave & Milwaukee Ave,member,50,,,,
Public Rack - Kilbourn Ave & Fullerton Ave,member,50,,,,
MLK Jr Dr & 56th St,member,50,,,,
Cottage Grove Ave & 67th St,member,49,,,,
Public Rack - Avers Ave & Irving Park Rd,member,49,,,,
Damen Ave & Pershing Rd,member,49,,,,
Cottage Grove Ave & 83rd St,member,49,,,,
Lamon Ave & Belmont Ave,member,48,,,,
Jeffery Blvd & 67th St,member,48,,,,
Pulaski Rd & Eddy St (Temp),member,47,,,,
Fairfield Ave & 44th St,member,47,,,,
Public Rack - Woodlawn Ave & 63rd St N,member,45,,,,
Central Ave & Lake St,member,45,,,,
Public Rack - Spaulding Ave & North Ave,member,45,,,,
Public Rack - Nagle Ave & Belmont Ave,member,43,,,,
Virginia Ave & Catalpa Ave,member,43,,,,
Public Rack - Harold Washington Park,member,43,,,,
Western Blvd & 48th Pl,member,43,,,,
Harlem & Irving Park,member,42,,,,
Albany Ave & 26th St,member,41,,,,
Stony Island Ave & 75th St,member,41,,,,
Hoyne Ave & 47th St,member,41,,,,
Richmond St & Lincoln Ave,member,41,,,,
Western Ave & Lake St,member,39,,,,
Francisco Ave & 47th St,member,39,,,,
Public Rack - Walden Pkwy & 103rd St,member,39,,,,
Marshfield Ave & 44th St,member,39,,,,
Public Rack - Kedzie Ave & Argyle St,member,39,,,,
Western Ave & 111th St,member,39,,,,
Halsted St & 51st St,member,38,,,,
Narragansett Ave & School St,member,38,,,,
Central Ave & Roscoe St,member,38,,,,
Fairfield Ave & Roosevelt Rd,member,38,,,,
Hoyne Ave & 34th St,member,38,,,,
Public Rack - Milwaukee Ave & Haussen Ct,member,37,,,,
Wentworth Ave & 63rd St,member,37,,,,
Central Park Ave & 24th St,member,36,,,,
Halsted St & 47th Pl,member,36,,,,
South Shore Dr & 74th St,member,36,,,,
Public Rack - Champlain Ave & 65th St,member,36,,,,
Sayre & Diversey,member,36,,,,
Rockwell St & Archer Ave,member,36,,,,
63rd St Beach,member,35,,,,
Halsted St & 111th St,member,35,,,,
Stony Island Ave & 63rd St,member,35,,,,
Millard Ave & 26th St,member,35,,,,
Public Rack - Hoyne Ave & 110th Pl,member,35,,,,
Eberhart Ave & 61st St,member,34,,,,
California Ave & 26th St,member,34,,,,
Public Rack - Loomis St & 87th St,member,33,,,,
Sacramento Blvd & Fulton Ave,member,33,,,,
Hamlin Ave & 62nd Pl,member,33,,,,
Evans Ave & 75th St,member,33,,,,
State St & 54th St,member,32,,,,
Mozart St & Jackson Blvd,member,32,,,,
Public Rack - Spaulding Ave & Evergreen Ave,member,32,,,,
Public Rack - Hyde Park Blvd & 53rd St,member,32,,,,
Western Ave & 28th St,member,31,,,,
State St & 79th St,member,31,,,,
Phillips Ave & 79th St,member,31,,,,
Ashland Ave & Pershing Rd,member,31,,,,
Austin Blvd & Lake St,member,31,,,,
Perry Ave & 69th St,member,31,,,,
Racine Ave & Garfield Blvd,member,31,,,,
Stony Island Ave & 64th St,member,30,,,,
Stony Island Ave & 82nd St,member,30,,,,
Wabash Ave & 87th St,member,30,,,,
Shields Ave & 43rd St,member,29,,,,
Pulaski Rd & Eddy St,member,29,,,,
Public Rack - Christiana Ave & Belmont Ave,member,28,,,,
Public Rack - Lowell Ave & Elston Ave,member,28,,,,
Martin Luther King Dr & 111th St,member,28,,,,
Prospect Sq & 91st St,member,28,,,,
Long Ave & Belden Ave,member,28,,,,
Stony Island Ave & 67th St,member,27,,,,
Long Ave & Belmont Ave,member,27,,,,
Kilpatrick Ave & Grand Ave,member,27,,,,
Laramie Ave & Madison St,member,27,,,,
Indiana Ave & 40th St,member,26,,,,
Public Rack - Monticello Ave & Belmont Ave,member,26,,,,
Michigan Ave & 71st St,member,26,,,,
California & 16th St,member,26,,,,
Public Rack - Kostner Ave & Diversey Ave,member,25,,,,
Kedzie Ave & 45th St,member,25,,,,
Kenton Ave & Madison St,member,25,,,,
Public Rack - Prairie Ave & 47th St ,member,25,,,,
Major Taylor Trail & 115th St,member,25,,,,
Lamon Ave & Armitage Ave,member,25,,,,
Walden Pkwy & 100th St,member,25,,,,
Damen Ave & 51st St,member,25,,,,
Kedzie Ave & Harrison St,member,24,,,,
Public Rack - Pulaski Rd & 44th St,member,24,,,,
Rainbow Beach,member,24,,,,
Union Ave & Root St,member,23,,,,
State St & Pershing Rd,member,23,,,,
Artesian Ave & 55th St,member,23,,,,
Public Rack - Rockwell & Division,member,23,,,,
Central Park Blvd & 5th Ave,member,23,,,,
Central Ave & Madison St,member,23,,,,
Ping Tom Park (East),member,23,,,,
Commercial Ave & 83rd St,member,22,,,,
Loomis St & 89th St,member,22,,,,
Public Rack - Midway Orange Line,member,22,,,,
Public Rack - Milwaukee Ave & School St,member,22,,,,
Pulaski Rd & Lake St,member,21,,,,
Public Rack - Hyde Park Blvd & 55th St,member,21,,,,
Public Rack - Lafayette Ave & 95th St,member,21,,,,
Public Rack - Milwaukee Ave & Higgins Ave,member,21,,,,
Mulligan Ave & Wellington Ave,member,20,,,,
Cottage Grove Ave & 111th Pl,member,20,,,,
Kedzie Ave & 52nd St,member,20,,,,
Lavergne & Fullerton,member,20,,,,
Pulaski Rd & Congress Pkwy,member,20,,,,
Cicero Ave & Grace St,member,20,,,,
Ashland Ave & 63rd St,member,19,,,,
Public Rack - Cumberland & Catherine,member,19,,,,
Loomis Blvd & 84th St,member,19,,,,
Public Rack - Keystone Ave & North Ave,member,18,,,,
Vernon Ave & 75th St,member,18,,,,
Vernon Ave & 79th St,member,18,,,,
Jeffery Blvd & 76th St,member,18,,,,
Halsted St & 63rd St,member,18,,,,
Stony Island Ave & 90th St,member,18,,,,
Cicero Ave & Lake St,member,18,,,,
Public Rack - Rockwell Ave & Touhy Ave ,member,18,,,,
Calumet Ave & 71st St,member,18,,,,
Public Rack - Cicero Ave & Altgeld St,member,18,,,,
Dauphin Ave & 87th St,member,17,,,,
Richmond St & 59th St,member,17,,,,
Roscoe & Harlem,member,17,,,,
Oglesby Ave & 100th St,member,17,,,,
St Louis Ave & 59th St,member,17,,,,
Central Park & Augusta Blvd,member,17,,,,
Hamlin Ave & Grand Ave,member,17,,,,
Public Rack - California Ave & Cortez St,member,17,,,,
Morgan St & Pershing Rd,member,17,,,,
Public Rack - State ST & 42nd St,member,16,,,,
Greenwood Ave & 91st St,member,16,,,,
Nordica & Medill,member,16,,,,
Monticello Ave & Chicago Ave,member,16,,,,
Baltimore Ave & 87th St,member,16,,,,
Public Rack - Hamlin Ave & Grand Ave,member,16,,,,
Public Rack - Fullerton Ave & Narragansett Ave,member,16,,,,
Public Rack - Halsted St & 95th St - SE,member,15,,,,
MLK Jr Dr & 63rd St,member,15,,,,
Narragansett & McLean,member,15,,,,
Stewart Ave & 83rd St,member,15,,,,
Kilbourn & Belden,member,15,,,,
Steelworkers Park,member,15,,,,
Kedzie Ave & Roosevelt Rd,member,15,,,,
Meade Ave & Diversey Ave,member,15,,,,
St Louis Ave & Norman Bobbins Ave,member,14,,,,
California Ave & 36th St,member,14,,,,
Mason Ave & Belmont Ave,member,14,,,,
Homan Ave & Fillmore St,member,14,,,,
Maryland Ave & 104th St,member,14,,,,
Constance Ave & 95th St,member,14,,,,
Torrence Ave & 106th St,member,14,,,,
Halsted St & 69th St,member,14,,,,
Stony Island Ave & South Chicago Ave,member,14,,,,
Burnham Greenway & 112th St,member,14,,,,
Pulaski & Ann Lurie Pl,member,14,,,,
Cicero Ave & Quincy St,member,14,,,,
Public Rack - Kedzie Ave & 58th St,member,14,,,,
Commercial Ave & 130th St,member,14,,,,
Vincennes Ave & 104th St,member,14,,,,
Public Rack - Fairfield Ave & 63rd St,member,13,,,,
East End Ave & 87th St,member,13,,,,
Hegewisch Metra Station,member,13,,,,
Springfield Ave & 47th St,member,13,,,,
Damen Ave & 74th St,member,13,,,,
Campbell Ave & 51st St,member,13,,,,
Sacramento Blvd & Polk St,member,13,,,,
Western Ave & Ardmore Ave,member,13,,,,
Public Rack - N Narragansett Ave & Grand Ave,member,13,,,,
Public Rack - Milwaukee Ave & Pensacola Ave,member,13,,,,
Public Rack - Avers & Lawrence,member,13,,,,
Public Rack - Brandon Ave & 91st St,member,13,,,,
Public Rack - Forest Glen & Peterson,member,13,,,,
Homan Ave & 65th St,member,13,,,,
Stewart Ave & 63rd St,member,13,,,,
Ashland Ave & 78th St,member,12,,,,
Public Rack - Sacramento Ave & Devon Ave,member,12,,,,
Sacramento Ave & 25th St,member,12,,,,
Burnham Greenway & 105th St,member,12,,,,
Karlov Ave & Madison St,member,12,,,,
Komensky Ave & 31st St,member,12,,,,
Pulaski Rd & 21st St,member,12,,,,
Public Rack - Kilpatrick & Elston,member,12,,,,
Fullerton & Monitor,member,12,,,,
Public Rack - Throop St & 109th Pl,member,12,,,,
Public Rack - Western Ave & 47th Pl,member,12,,,,
Cottage Grove Ave & 71st St,member,11,,,,
Spaulding Ave & 63rd St,member,11,,,,
Rockwell St & 57th St,member,11,,,,
Cicero Ave & Flournoy St,member,11,,,,
Public Rack - Christiana Ave & Archer Ave,member,11,,,,
Public Rack - California Ave & Devon Ave - NE,member,11,,,,
Kostner Ave & 63rd St,member,11,,,,
Hale Ave & 107th St,member,11,,,,
Public Rack - King Dr & 115th St,member,11,,,,
Lawler Ave & 50th St,member,11,,,,
Houston Ave & 92nd St,member,11,,,,
Public Rack - Laramine Ave & Winnemac Ave,member,11,,,,
Kedzie Ave & 24th St,member,10,,,,
Public Rack - Kedzie Ave & Archer Ave,member,10,,,,
Laramie Ave & Kinzie St,member,10,,,,
Public Rack - Austin Ave & Roscoe St,member,10,,,,
Public Rack - McCormick Blvd & Devon Ave,member,10,,,,
S Wentworth Ave & W 111th St,member,10,,,,
Damen Ave & 59th St,member,10,,,,
Ewing Ave & Burnham Greenway,member,10,,,,
Public Rack - Prairie Ave & Garfield Blvd S,member,10,,,,
Central Park Ave & Ohio St,member,10,,,,
Kildare Ave & 26th St,member,10,,,,
Public Rack - Kimball Ave & Carmen Ave,member,10,,,,
Menard Ave & Division St,member,10,,,,
Yates Blvd & 93rd St,member,10,,,,
Archer Ave & 43rd St,member,9,,,,
Central Park Ave & Douglas Blvd,member,9,,,,
Austin Blvd & Chicago Ave,member,9,,,,
Rockwell St & 63rd St,member,9,,,,
Olive Harvey College,member,9,,,,
Public Rack - Central Ave & George St,member,9,,,,
Summit Ave & 86th St,member,9,,,,
Oak Park & Wellington,member,9,,,,
Yates Blvd & 75th St,member,9,,,,
Public Rack - Irving Park Rd & Leclaire Ave,member,9,,,,
Francisco Ave & Hollywood Ave,member,9,,,,
Public Rack - Neva & Foster,member,9,,,,
Public Rack - Campbell Ave & Pratt Blvd,member,9,,,,
Parkside Ave & Armitage Ave,member,9,,,,
Public Rack - Komensky Ave & 31st St,member,9,,,,
Public Rack - Lawrence Ave & Kimball Ave,member,9,,,,
Long Ave & North Ave,member,9,,,,
Public Rack - Kimball Ave & Lawrence Ave,member,9,,,,
Public Rack - Cicero Ave & Roscoe St,member,9,,,,
Halsted St & 56th St,member,9,,,,
Public Rack - Spaulding Ave & Bryn Mawr Ave,member,8,,,,
Public Rack - Kildare Ave & North Ave,member,8,,,,
Kildare Ave & Chicago Ave,member,8,,,,
Public Rack - Karlov Ave & Kamerling Ave,member,8,,,,
Public Rack - Karlov Ave & Milwaukee Ave,member,8,,,,
Public Rack - Kedvale Ave & Peterson Ave,member,8,,,,
Public Rack - Keystone Ave & Irving Park Rd,member,8,,,,
Public Rack - Kenton Ave & Palmer St,member,8,,,,
Public Rack - Kedzie Ave & Chicago Ave,member,8,,,,
Oketo Ave & Addison St,member,8,,,,
Public Rack - 111th St - Morgan Park Metra,member,8,,,,
Homewood Ave & 115th St,member,8,,,,
Central Ave & Harrison St,member,8,,,,
Public Rack - Ashland Ave & 91st St,member,8,,,,
Meade Ave & Addison St,member,8,,,,
Public Rack - Oketo Ave & Belmont Ave,member,8,,,,
Orange & Addison,member,8,,,,
Public Rack - Rockwell & 111th St,member,8,,,,
Eberhart Ave & 91st St,member,7,,,,
Public Rack - California Ave & Devon Ave - NW,member,7,,,,
Lawndale Ave & 30th St,member,7,,,,
Lamon Ave & Chicago Ave,member,7,,,,
Public Rack - Mozart Elementary School,member,7,,,,
Marshfield Ave & 59th St,member,7,,,,
Ashland Ave & 74th St,member,7,,,,
State St & 76th St,member,7,,,,
Public Rack - Central Ave & Lawrence Ave,member,7,,,,
Public Rack - Sayer & Northwest Hwy,member,7,,,,
Halsted St & 78th St,member,7,,,,
Tripp Ave & 31st St,member,7,,,,
Public Rack - Parkside & Archer,member,7,,,,
Kostner Ave & Lake St,member,7,,,,
Public Rack - Laramie Ave & Grand Ave,member,7,,,,
Calumet Park,member,7,,,,
Halsted St & 104th St,member,7,,,,
Big Marsh Park,member,7,,,,
Latrobe Ave & Chicago Ave,member,7,,,,
Troy Ave & 27th St,member,7,,,,
Public Rack - Hiawatha & Mendota,member,7,,,,
Avenue O & 134th St,member,7,,,,
Public Rack - Komensky Ave & 63rd St,member,7,,,,
Harlem Ave & Grace St,member,6,,,,
Halsted St & 59th St,member,6,,,,
Cottage Grove Ave & 78th St,member,6,,,,
Komensky Ave & 55th St,member,6,,,,
Indiana Ave & 103rd St,member,6,,,,
Marquette Ave & 89th St,member,6,,,,
Vincennes Ave & 75th St,member,6,,,,
Public Rack - Melvina Ave & Belmont Ave,member,6,,,,
Racine Ave & 65th St,member,6,,,,
Public Rack - Austin Ave & Wrightwood Ave,member,6,,,,
Plainfield & Irving Park,member,6,,,,
Public Rack - Avondale Ave & Addison St,member,6,,,,
Public Rack - Marshfield Ave & 87th St,member,6,,,,
Public Rack - Winchester Ave & 87th St,member,6,,,,
Public Rack - Spaulding Ave & Foster Ave,member,6,,,,
Public Rack - Laramie Ave & Fullerton Ave,member,6,,,,
Sacramento Ave & Pershing Rd,member,6,,,,
Albany Ave & 16th St,member,6,,,,
Public Rack - Milwaukee Ave & Lawrence Ave,member,6,,,,
Public Rack - Kimball & Ardmore,member,6,,,,
Kenneth Ave & 50th St,member,6,,,,
Public Rack - California Ave & Touhy Ave - NW,member,6,,,,
Public Rack - Calumet Ave & 51st St,member,6,,,,
Public Rack - Milwaukee Ave & Kennedy Expy,member,6,,,,
Bloomingdale Ave & Harlem Ave,member,6,,,,
Racine Ave & 61st St,member,6,,,,
Public Rack - Kedzie Ave & 62nd Pl,member,6,,,,
Kildare & Cermak,member,6,,,,
Public Rack - Kedzie Ave & 63rd St,member,6,,,,
Greenwood Ave & 79th St,member,6,,,,
Ashland Ave & 66th St,member,6,,,,
Ashland Ave & Garfield Blvd,member,6,,,,
Public Rack - Tripp Ave & North Ave,member,5,,,,
Public Rack - Cottage Grove Ave & 87th St,member,5,,,,
Public Rack - Laporte Ave & Armitage Ave,member,5,,,,
Public Rack - Jensen Park,member,5,,,,
Public Rack - Albany Ave & 63rd St,member,5,,,,
Public Rack - Irving Park Rd & Austin Ave,member,5,,,,
Phillips Ave & 83rd St,member,5,,,,
Public Rack - Milwaukee Ave & Culyer Ave,member,5,,,,
Exchange Ave & 79th St,member,5,,,,
Elizabeth St & 47th St,member,5,,,,
Public Rack - Ashland Ave & 76th St,member,5,,,,
Public Rack - Wentworth Ave & 79th St,member,5,,,,
Dauphin Ave & 103rd St,member,5,,,,
Public Rack - Pullman - Walmart,member,5,,,,
