month,start_station_name,member_casual,count_of_users
2,Halsted St & 21st St,member,32
3,Elizabeth St & 59th St,member,32
3,Dorchester Ave & 49th St,member,32
3,Pulaski Rd & 51st St,member,32
3,California Ave & Winona St,member,32
4,N Paulina St & Lincoln Ave,member,32
4,Austin Blvd & Madison St,member,32
4,Francisco Ave & Montrose Ave,member,32
4,Avers Ave & Belmont Ave,member,32
5,Kedzie Ave & 48th Pl,member,32
5,Winchester (Ravenswood) Ave & Balmoral Ave,member,32
5,Woodlawn Ave & Lake Park Ave,member,32
6,Wilton Ave & Diversey Pkwy*,member,32
6,Throop St & Taylor St,member,32
6,Claremont Ave & Hirsch St,member,32
6,Halsted St & 35th St,member,32
7,Ridge Blvd & Howard St,member,32
7,Troy St & Grace St,member,32
7,Ashland Ave & Archer Ave,member,32
7,Wells St & 19th St,member,32
6,N Paulina St & Lincoln Ave,member,32
1,Evanston Civic Center,member,31
1,Clark St & Jarvis Ave,member,31
2,Western Ave & Grace St,member,31
2,Kimball Ave & Belmont Ave,member,31
3,Warren Park East,member,31
2,St. Louis Ave & Balmoral Ave,member,31
3,Western Ave & 24th St,member,31
3,Elizabeth St & 92nd St,member,31
4,Western Ave & Granville Ave,member,31
4,Museum of Science and Industry,member,31
4,Western Ave & Grace St,member,31
4,Elmwood Ave & Austin St,member,31
4,Avondale Ave & Irving Park Rd,member,31
4,Budlong Woods Library,member,31
5,Ashland Ave & Archer Ave,member,31
5,Francisco Ave & Foster Ave,member,31
6,Western Ave & Grace St,member,31
6,Cornell Ave & Hyde Park Blvd,member,31
6,Halsted St & North Branch St,member,31
7,Drake Ave & Montrose Ave,member,31
7,Francisco Ave & Montrose Ave,member,31
7,Damen Ave & Madison St,member,31
7,N Shore Channel Trail & Argyle St,member,31
1,Drake Ave & Addison St,member,30
1,Leavitt St & Archer Ave,member,30
2,Dodge Ave & Church St,member,30
3,Cottage Grove Ave & Oakwood Blvd,member,30
3,Evanston Civic Center,member,30
3,Lockwood Ave & Wrightwood Ave,member,30
3,Leavitt St & Archer Ave,member,30
3,California Ave & Lake St,member,30
4,Kedzie Ave & George St,member,30
4,Western Ave & Howard St,member,30
5,Halsted St & 21st St,member,30
5,Malcolm X College,member,30
6,Francisco Ave & Foster Ave,member,30
6,Western Ave & Congress Pkwy,member,30
6,N Shore Channel Trail & Argyle St,member,30
6,Western Ave & Berteau Ave,member,30
6,Kedzie Ave & Leland Ave,member,30
7,Damen Ave & Coulter St,member,30
7,Western Ave & Granville Ave,member,30
4,Lincoln Ave & Byron St,member,30
1,Dodge Ave & Church St,member,29
1,State St & 95th St,member,29
1,Kedzie Ave & George St,member,29
1,Western Ave & Granville Ave,member,29
1,Eastlake Ter & Howard St,member,29
1,Public Rack - Racine Ave & 109th Pl,member,29
1,Cottage Grove Ave & 43rd St,member,29
2,South Shore Dr & 67th St,member,29
2,MLK Jr Dr & Pershing Rd,member,29
4,Leavitt St & Addison St,member,29
5,Elston Ave & Wabansia Ave,member,29
5,Western Ave & Monroe St,member,29
5,Maplewood Ave & Peterson Ave,member,29
5,Clark St & Touhy Ave,member,29
5,MTV Hubbard St,member,29
6,Drake Ave & Addison St,member,29
6,Halsted St & 21st St,member,29
7,Central St Metra,member,29
7,Wallace St & 35th St,member,29
7,Eastlake Ter & Howard St,member,29
7,Francisco Ave & Chicago Ave,member,29
7,Wentworth Ave & 35th St,member,29
3,Normal Ave & Archer Ave,member,29
1,Ashland Ave & Archer Ave,member,28
2,California Ave & Winona St,member,28
1,N Paulina St & Lincoln Ave,member,28
2,Leavitt St & Archer Ave,member,28
2,N Paulina St & Lincoln Ave,member,28
2,Budlong Woods Library,member,28
2,Francisco Ave & Foster Ave,member,28
2,Spaulding Ave & Division St,member,28
2,Elmwood Ave & Austin St,member,28
3,Dodge Ave & Main St,member,28
3,Chicago State University,member,28
3,Kedzie Ave & Lake St,member,28
4,Normal Ave & Archer Ave,member,28
4,California Ave & Montrose Ave,member,28
4,Prairie Ave & Garfield Blvd,member,28
5,Western Ave & Congress Pkwy,member,28
5,Western Ave & Berteau Ave,member,28
5,Smith Park,member,28
6,Bosworth Ave & Howard St,member,28
6,Cherry Ave & Blackhawk St,member,28
6,Woodlawn Ave & Lake Park Ave,member,28
6,Western Ave & Monroe St,member,28
6,Central Park Ave & North Ave,member,28
6,Kedzie Ave & Lake St,member,28
6,Lincoln Ave & Balmoral Ave,member,28
6,Lake Park Ave & 35th St,member,28
6,Clark St & Touhy Ave,member,28
7,California Ave & Winona St,member,28
7,Cottage Grove Ave & 63rd St,member,28
1,2112 W Peterson Ave,member,27
1,Rockwell St & Fletcher St,member,27
1,May St & Cullerton St,member,27
1,Cottage Grove Ave & 51st St,member,27
2,Normal Ave & Archer Ave,member,27
2,Albany Ave & Montrose Ave,member,27
2,Indiana Ave & 26th St,member,27
3,Clinton St & Polk St,member,27
3,Central Ave & Parker Ave,member,27
3,Elmwood Ave & Austin St,member,27
4,N Shore Channel Trail & Argyle St,member,27
4,Halsted St & 21st St,member,27
4,Central St Metra,member,27
4,Halsted St & North Branch St,member,27
4,Cottage Grove Ave & Oakwood Blvd,member,27
4,Talman Ave & Addison St,member,27
5,Rockwell St & Cermak Rd,member,27
5,Public Rack - Hamlin Ave & Montrose Ave,member,27
5,Francisco Ave & Montrose Ave,member,27
5,Kedzie Ave & George St,member,27
5,Greenview Ave & Jarvis Ave,member,27
5,DuSable Museum,member,27
5,Troy St & Grace St,member,27
6,Western Ave & Howard St,member,27
6,Eastlake Ter & Howard St,member,27
6,Western Ave & Gunnison St,member,27
6,St. Louis Ave & Balmoral Ave,member,27
6,California Ave & Fletcher St,member,27
7,Lincoln Ave & Balmoral Ave,member,27
7,Elston Ave & Henderson St,member,27
7,Kedzie Ave & Foster Ave,member,27
7,Western Ave & Lunt Ave,member,27
7,Western Ave & Berteau Ave,member,27
1,Kedzie Ave & Bryn Mawr Ave,member,26
1,Lockwood Ave & Wrightwood Ave,member,26
1,Christiana Ave & Lawrence Ave,member,26
1,Francisco Ave & Montrose Ave,member,26
1,Western Ave & Berteau Ave,member,26
2,Western Ave & Granville Ave,member,26
2,Western Ave & Howard St,member,26
2,Laflin St & Cullerton St,member,26
2,Drake Ave & Montrose Ave,member,26
2,Racine Ave & 13th St,member,26
3,Kostner Ave & Wrightwood Ave,member,26
3,Calumet Ave & 51st St,member,26
3,Halsted St & 37th St,member,26
3,Greenwood Ave & 97th St,member,26
3,Whipple/Irving Park,member,26
4,Buckingham Fountain,member,26
4,Rockwell St & Cermak Rd,member,26
4,Kilbourn Ave & Irving Park Rd,member,26
4,Knox Ave & Montrose Ave,member,26
4,Wells St & 19th St,member,26
5,Green St & Randolph St*,member,26
5,Loomis St & Archer Ave,member,26
5,Clinton St & Polk St,member,26
5,Cherry Ave & Blackhawk St,member,26
6,Washtenaw Ave & Polk St,member,26
6,Ashland Ave & Archer Ave,member,26
6,Monticello Ave & Irving Park Rd,member,26
7,Keystone Ave & Fullerton Ave,member,26
7,Winchester (Ravenswood) Ave & Balmoral Ave,member,26
7,Harper Ave & 59th St,member,26
1,Washtenaw Ave & Polk St,member,25
1,Kedzie Ave & Lake St,member,25
1,California Ave & 23rd Pl,member,25
1,Woodlawn Ave & Lake Park Ave,member,25
1,Kedzie Ave & Chicago Ave,member,25
2,Elizabeth St & 59th St,member,25
2,Glenwood Ave & Touhy Ave,member,25
2,Buckingham Fountain,member,25
2,Elston Ave & Wabansia Ave,member,25
2,Troy St & Grace St,member,25
2,Winchester (Ravenswood) Ave & Balmoral Ave,member,25
2,Cottage Grove Ave & 51st St,member,25
3,Ashland Ave & McDowell Ave,member,25
3,Ridge Blvd & Touhy Ave,member,25
3,Kedzie Ave & 48th Pl,member,25
4,Evanston Civic Center,member,25
4,Central St & Girard Ave,member,25
5,Wentworth Ave & 24th St,member,25
5,Campbell Ave & Irving Park Rd,member,25
6,Rockwell St & Cermak Rd,member,25
6,Chicago Ave & Washington St,member,25
6,Halsted St & 96th St,member,25
7,Central Park Ave & North Ave,member,25
7,Woodlawn Ave & Lake Park Ave,member,25
7,Kedzie Ave & Bryn Mawr Ave,member,25
7,Prairie Ave & Garfield Blvd,member,25
7,Calumet Ave & 51st St,member,25
7,Wilton Ave & Diversey Pkwy*,member,25
4,Kimball Ave & Belmont Ave,member,25
1,N Shore Channel Trail & Argyle St,member,24
1,Loomis St & Archer Ave,member,24
1,Avondale Ave & Irving Park Rd,member,24
1,Wells St & 19th St,member,24
1,Cottage Grove Ave & 63rd St,member,24
1,Budlong Woods Library,member,24
2,Smith Park,member,24
2,Western Ave & 24th St,member,24
2,May St & 69th St,member,24
2,Prairie Ave & Garfield Blvd,member,24
3,Clark St & Touhy Ave,member,24
3,Oakley Ave & Touhy Ave,member,24
3,Milwaukee Ave & Cuyler Ave,member,24
3,N Southport Ave & W Newport Ave,member,24
3,Kedzie Ave & George St,member,24
4,Warren Park West,member,24
4,Lockwood Ave & Wrightwood Ave,member,24
4,Wentworth Ave & 24th St,member,24
5,South Shore Dr & 67th St,member,24
5,Elmwood Ave & Austin St,member,24
5,N Paulina St & Lincoln Ave,member,24
7,Campbell Ave & Irving Park Rd,member,24
7,Albany Ave & Belmont Ave,member,24
7,Loomis St & Archer Ave,member,24
5,Calumet Ave & 51st St,member,24
1,Kildare Ave & Montrose Ave,member,23
1,Western Ave & 24th St,member,23
1,Troy St & Grace St,member,23
1,Western Ave & Gunnison St,member,23
1,Smith Park,member,23
2,Western Ave & Gunnison St,member,23
2,Wentworth Ave & 35th St,member,23
2,Wentworth Ave & 24th St (Temp),member,23
2,Public Rack - Racine Ave & 109th Pl,member,23
2,Kedzie Ave & Foster Ave,member,23
3,Public Rack - Kostner Ave & Armitage Ave,member,23
3,Cottage Grove Ave & 83rd St,member,23
3,Washtenaw Ave & Ogden Ave,member,23
3,Lincoln Ave & Balmoral Ave,member,23
3,Central St Metra,member,23
4,Wentworth Ave & 35th St,member,23
4,Loomis St & Archer Ave,member,23
4,Central Park Ave & Elbridge Ave,member,23
4,Wolcott Ave & Fargo Ave,member,23
5,Wells St & 19th St,member,23
7,South Shore Dr & 67th St,member,23
7,Clark St & Touhy Ave,member,23
7,Halsted St & 96th St,member,23
7,Ridge Blvd & Touhy Ave,member,23
7,Ashland Ave & 13th St,member,23
7,Spaulding Ave & Division St,member,23
7,Cottage Grove Ave & 47th St,member,23
1,Kedzie Ave & Leland Ave,member,22
1,South Shore Dr & 71st St,member,22
1,Ridge Blvd & Howard St,member,22
2,Western Ave & Berteau Ave,member,22
2,Lockwood Ave & Wrightwood Ave,member,22
2,Bosworth Ave & Howard St,member,22
3,Sawyer Ave & Irving Park Rd,member,22
3,Ashland Ave & 50th St,member,22
3,Budlong Woods Library,member,22
3,Kedzie Ave & Chicago Ave,member,22
3,Kilpatrick Ave & Parker Ave,member,22
3,Public Rack - Racine Ave & 109th Pl,member,22
3,Sacramento Blvd & Addison St,member,22
4,California Ave & Francis Pl,member,22
4,N Sheffield Ave & W Wellington Ave,member,22
5,Western Ave & Grace St,member,22
5,Valli Produce - Evanston Plaza,member,22
5,Keystone Ave & Montrose Ave,member,22
5,Racine Ave & 35th St,member,22
5,Wood St & 35th St,member,22
5,Prairie Ave & Garfield Blvd,member,22
5,Pulaski Rd & 51st St,member,22
6,Canal St & Taylor St,member,22
6,Wentworth Ave & Cermak Rd*,member,22
6,Clark St & Elmdale Ave,member,22
1,Dorchester Ave & 63rd St,member,21
1,Oakley Ave & Touhy Ave,member,21
1,Elmwood Ave & Austin St,member,21
1,Clinton St & Polk St,member,21
2,Kildare Ave & Montrose Ave,member,21
2,Conservatory Dr & Lake St,member,21
3,Wells St & 19th St,member,21
3,Valli Produce - Evanston Plaza,member,21
3,Halsted St & 96th St,member,21
3,Damen Ave & Pershing Rd,member,21
4,MTV Hubbard St,member,21
4,Central Park Ave & North Ave,member,21
4,Troy St & Grace St,member,21
4,May St & Cullerton St,member,21
4,Leavitt St & Belmont Ave,member,21
5,Central Ave & Parker Ave,member,21
5,Kedzie Ave & Bryn Mawr Ave,member,21
5,Cottage Grove Ave & Oakwood Blvd,member,21
5,Western Ave & Gunnison St,member,21
5,Kildare Ave & 47th St,member,21
6,Smith Park,member,21
7,Wentworth Ave & 24th St,member,21
7,Public Rack - Racine Ave & 109th Pl,member,21
7,Kildare Ave & 47th St,member,21
7,Whipple/Irving Park,member,21
4,Halsted St & 37th St,member,21
1,Bosworth Ave & Howard St,member,20
1,Dorchester Ave & 49th St,member,20
1,Rockwell St & Cermak Rd,member,20
1,South Shore Dr & 67th St,member,20
2,Wabash Ave & 87th St,member,20
2,Sacramento Blvd & Franklin Blvd,member,20
2,Milwaukee Ave & Cuyler Ave,member,20
3,Ridge Blvd & Howard St,member,20
3,Public Rack - Kilbourn Ave & Fullerton Ave,member,20
3,Princeton Ave & 47th St,member,20
4,Leavitt St & Archer Ave,member,20
4,Woodlawn Ave & Lake Park Ave,member,20
4,Kedzie Ave & Lake St,member,20
4,Christiana Ave & Lawrence Ave,member,20
5,Ridge Blvd & Howard St,member,20
6,Racine Ave & 13th St,member,20
6,Spaulding Ave & Division St,member,20
6,Public Rack - Washtenaw Ave & Devon Ave,member,20
6,State St & 95th St,member,20
6,Prairie Ave & Garfield Blvd,member,20
6,Albany Ave & Belmont Ave,member,20
6,Cottage Grove Ave & 47th St,member,20
6,MLK Jr Dr & 47th St,member,20
7,Long & Irving Park,member,20
7,Bosworth Ave & Howard St,member,20
7,Clark St & Jarvis Ave,member,20
7,Public Rack - Kostner Ave & Armitage Ave,member,20
7,Budlong Woods Library,member,20
7,Kilpatrick Ave & Parker Ave,member,20
3,Public Rack - Prairie Ave & 47th St ,member,20
6,Troy St & Grace St,member,20
1,N Clark St & W Elm St,member,19
1,Buckingham Fountain,member,19
2,Sawyer Ave & Irving Park Rd,member,19
2,California Ave & Lake St,member,19
2,Central Park Ave & North Ave,member,19
3,Wolcott Ave & Fargo Ave,member,19
3,Public Rack - Pulaski Rd & Armitage Ave,member,19
3,Kilbourn Ave & Irving Park Rd,member,19
3,Archer (Damen) Ave & 37th St,member,19
3,Eggleston Ave & 69th St,member,19
4,Leavitt St & Lawrence Ave,member,19
4,N Damen Ave & W Chicago Ave,member,19
4,State St & 19th St,member,19
4,Elston Ave & Henderson St,member,19
5,Keystone Ave & Fullerton Ave,member,19
5,Kenosha & Wellington,member,19
5,State St & 29th St,member,19
5,Central Ave & Chicago Ave,member,19
6,Western Ave & Fillmore St,member,19
6,Wentworth Ave & 33rd St,member,19
6,Ridge Blvd & Touhy Ave,member,19
6,Wentworth Ave & 24th St,member,19
6,Western Ave & Granville Ave,member,19
6,Central St & Girard Ave,member,19
7,Valli Produce - Evanston Plaza,member,19
7,Elmwood Ave & Austin St,member,19
7,Narragansett & Irving Park,member,19
7,Keystone Ave & Montrose Ave,member,19
7,Sacramento Blvd & Addison St,member,19
7,Dodge Ave & Church St,member,19
3,Public Rack - Lockwood Ave & Diversey Ave,member,19
7,South Shore Dr & 71st St,member,19
7,Oakley Ave & Touhy Ave,member,19
7,Francisco Ave & Foster Ave,member,19
2,Elizabeth St & 92nd St,member,19
1,Drake Ave & Montrose Ave,member,18
1,Public Rack - Lockwood Ave & Diversey Ave,member,18
1,Chicago State University,member,18
2,Dorchester Ave & 49th St,member,18
3,Western Ave & Gunnison St,member,18
3,South Shore Dr & 71st St,member,18
3,Damen Ave & Coulter St,member,18
3,Pulaski Rd & Eddy St (Temp),member,18
3,Public Rack - Western Ave & Devon Ave,member,18
3,Public Rack - Avers Ave & Irving Park Rd,member,18
4,Elston Ave & George St,member,18
4,Oakley Ave & Touhy Ave,member,18
4,Malcolm X College,member,18
5,Drake Ave & Addison St,member,18
5,Dodge Ave & Church St,member,18
5,Kostner Ave & Wrightwood Ave,member,18
5,Dodge Ave & Main St,member,18
5,Kilpatrick Ave & Parker Ave,member,18
5,Sacramento Blvd & Addison St,member,18
6,Kedzie Ave & 57th St,member,18
6,Western Ave & 21st St,member,18
6,Clark St & Jarvis Ave,member,18
6,Spaulding Ave & Armitage Ave,member,18
6,Western Ave & 24th St,member,18
7,Public Rack - Washtenaw Ave & Superior St,member,18
6,Keystone Ave & Fullerton Ave,member,18
7,Kedzie Ave & Chicago Ave,member,18
7,Rockwell St & Cermak Rd,member,18
7,Dorchester Ave & 49th St,member,18
2,Central St Metra,member,18
4,Central Ave & Parker Ave,member,18
6,Western Ave & Lunt Ave,member,18
1,Public Rack - Kilbourn Ave & Fullerton Ave,member,17
1,Elston Ave & George St,member,17
1,California Ave & Lake St,member,17
1,Ridge Blvd & Touhy Ave,member,17
1,May St & 69th St,member,17
2,Loomis St & Archer Ave,member,17
3,Narragansett & Wrightwood,member,17
3,Public Rack - Western Blvd & 49th St,member,17
3,N Damen Ave & W Chicago Ave,member,17
3,Narragansett & Irving Park,member,17
3,Conservatory Dr & Lake St,member,17
4,Western Ave & Gunnison St,member,17
4,Western Ave & Lunt Ave,member,17
4,Kedzie Ave & Foster Ave,member,17
5,Wentworth Ave & 35th St,member,17
5,Ridge Blvd & Touhy Ave,member,17
5,Knox Ave & Montrose Ave,member,17
5,Francisco Ave & Chicago Ave,member,17
6,Pulaski Rd & Eddy St,member,17
6,Wood St & 35th St,member,17
6,Public Rack - Kostner Ave & Armitage Ave,member,17
6,Damen Ave & Coulter St,member,17
6,Kildare Ave & 47th St,member,17
7,Wood St & 35th St,member,17
7,Western Ave & Howard St,member,17
7,Kilbourn Ave & Milwaukee Ave,member,17
7,Sawyer Ave & Irving Park Rd,member,17
7,Milwaukee Ave & Cuyler Ave,member,17
1,Kedzie Ave & Foster Ave,member,17
4,Cottage Grove Ave & 63rd St,member,17
1,Ashland Ave & McDowell Ave,member,16
1,Central Park Ave & North Ave,member,16
1,Public Rack - Lawndale Ave & Diversey Ave,member,16
1,Calumet Ave & 51st St,member,16
1,Kostner Ave & Wrightwood Ave,member,16
2,Elston Ave & George St,member,16
2,Kedzie Ave & Chicago Ave,member,16
2,Warren Park East,member,16
2,Wells St & 19th St,member,16
2,Oakley Ave & Touhy Ave,member,16
2,California Ave & 21st St,member,16
2,Valli Produce - Evanston Plaza,member,16
2,State St & 95th St,member,16
2,Chicago State University,member,16
3,Rockwell St & Cermak Rd,member,16
3,California Ave & 21st St,member,16
3,Major Taylor Trail & 115th St,member,16
3,Campbell Ave & Irving Park Rd,member,16
3,Elston Ave & Henderson St,member,16
4,Damen Ave & Coulter St,member,16
4,Greenwood Ave & 97th St,member,16
5,Drake Ave & Montrose Ave,member,16
5,Chicago State University,member,16
5,May St & 69th St,member,16
5,Western Ave & Granville Ave,member,16
5,Cottage Grove Ave & 63rd St,member,16
6,Public Rack - Racine Ave & 109th Pl,member,16
6,Milwaukee Ave & Cuyler Ave,member,16
6,Central St Metra,member,16
6,Kostner Ave & Adams St,member,16
6,Kilbourn Ave & Irving Park Rd,member,16
7,State St & 95th St,member,16
7,MLK Jr Dr & 47th St,member,16
7,St. Louis Ave & Balmoral Ave,member,16
2,Kostner Ave & Wrightwood Ave,member,16
3,Cottage Grove Ave & 67th St,member,16
3,Jeffery Blvd & 71st St,member,16
4,DuSable Museum,member,16
6,Sawyer Ave & Irving Park Rd,member,16
6,Greenwood Ave & 97th St,member,16
6,Albany Ave & 26th St,member,16
6,Long & Irving Park,member,16
1,Dodge Ave & Main St,member,15
1,St. Louis Ave & Balmoral Ave,member,15
1,Maplewood Ave & Peterson Ave,member,15
1,Kedzie Ave & 48th Pl,member,15
1,Narragansett & Wrightwood,member,15
1,Conservatory Dr & Lake St,member,15
2,N Southport Ave & W Newport Ave,member,15
2,Princeton Ave & 47th St,member,15
2,Kedzie Ave & Lake St,member,15
2,Long & Irving Park,member,15
2,South Shore Dr & 74th St,member,15
2,Greenwood Ave & 91st St,member,15
2,Kedzie Ave & Bryn Mawr Ave,member,15
2,Pulaski Rd & 51st St,member,15
2,MLK Jr Dr & 56th St,member,15
2,Albany Ave & Belmont Ave,member,15
2,Francisco Ave & Montrose Ave,member,15
2,Sheridan Rd & Greenleaf Ave,member,15
3,Maplewood Ave & Peterson Ave,member,15
3,Lincolnwood Dr & Central St,member,15
3,Fairfield Ave & Roosevelt Rd,member,15
3,Public Rack - Walden Pkwy & 103rd St,member,15
3,Green St & Randolph St*,member,15
3,Public Rack - Washtenaw Ave & Devon Ave,member,15
3,Public Rack - Hamlin Ave & Montrose Ave,member,15
4,Pulaski Rd & 51st St,member,15
4,Racine Ave & 13th St,member,15
4,Valli Produce - Evanston Plaza,member,15
5,Sawyer Ave & Irving Park Rd,member,15
5,Lincoln Ave & Balmoral Ave,member,15
5,Damen Ave & Coulter St,member,15
5,Rockwell St & Archer Ave,member,15
5,Washtenaw Ave & Polk St,member,15
5,Western Ave & Howard St,member,15
5,Elston Ave & Henderson St,member,15
5,Cottage Grove Ave & 47th St,member,15
5,Normal Ave & Archer Ave,member,15
5,Lincoln Ave & Peterson Ave,member,15
5,Central St Metra,member,15
6,Narragansett & Wrightwood,member,15
7,Normal Ave & Archer Ave,member,15
7,Kedzie Ave & Lake St,member,15
7,Warren Park East,member,15
7,Eggleston Ave & 69th St,member,15
3,Lamon Ave & Belmont Ave,member,15
3,Long & Irving Park,member,15
5,Western Ave & 24th St,member,15
1,N Damen Ave & W Chicago Ave,member,15
1,Normal Ave & Archer Ave,member,14
1,Whipple/Irving Park,member,14
1,Halsted St & 96th St,member,14
2,Dodge Ave & Mulford St,member,14
2,Public Rack - Hamlin Ave & Montrose Ave,member,14
2,South Shore Dr & 71st St,member,14
2,Public Rack - Western Blvd & 49th St,member,14
2,Whipple/Irving Park,member,14
3,Albany Ave & Belmont Ave,member,14
2,Clark St & Touhy Ave,member,14
2,Public Rack - Hamlin Ave & Fullerton Ave,member,14
3,Kedzie Ave & 45th St,member,14
3,Public Rack - Milwaukee Ave & Diversey Ave,member,14
3,Washtenaw Ave & Peterson Ave,member,14
4,Milwaukee Ave & Cuyler Ave,member,14
4,Dodge Ave & Main St,member,14
5,Budlong Woods Library,member,14
5,MLK Jr Dr & 56th St,member,14
5,Sacramento Blvd & Franklin Blvd,member,14
5,Archer (Damen) Ave & 37th St,member,14
5,Fairfield Ave & 44th St,member,14
5,Princeton Ave & Garfield Blvd,member,14
5,Richmond St & Lincoln Ave,member,14
6,Chicago State University,member,14
6,Buckingham Fountain,member,14
6,Jeffery Blvd & 71st St,member,14
6,Keystone Ave & Montrose Ave,member,14
6,Knox Ave & Montrose Ave,member,14
7,N Clark St & W Elm St,member,14
7,Kostner Ave & Wrightwood Ave,member,14
7,Ping Tom Park (East),member,14
7,Kilbourn & Roscoe,member,14
7,Cottage Grove Ave & Oakwood Blvd,member,14
7,Western Ave & 24th St,member,14
7,Kedzie Ave & 57th St,member,14
1,Clark St & Touhy Ave,member,14
2,Maplewood Ave & Peterson Ave,member,14
2,Stony Island Ave & 82nd St,member,14
3,Millard Ave & 26th St,member,14
3,Central Park Ave & Ogden Ave,member,14
3,Sacramento Blvd & Fulton Ave,member,14
4,Kedzie Ave & Bryn Mawr Ave,member,14
5,South Shore Dr & 71st St,member,14
5,State St & 95th St,member,14
6,Cottage Grove Ave & 43rd St,member,14
2,Wolcott Ave & Fargo Ave,member,14
6,Prairie Ave & 43rd St,member,14
1,Central Park Ave & Ogden Ave,member,13
1,Kilpatrick Ave & Parker Ave,member,13
1,Warren Park East,member,13
1,Marshfield Ave & 44th St,member,13
2,Calumet Ave & 51st St,member,13
2,Campbell Ave & Irving Park Rd,member,13
2,Narragansett Ave & School St,member,13
3,Public Rack - Nagle Ave & Belmont Ave,member,13
3,Western Ave & 111th St,member,13
3,Constance Ave & 95th St,member,13
3,Stony Island Ave & 71st St,member,13
3,Public Rack - Hoyne Ave & 110th Pl,member,13
4,Kildare Ave & Montrose Ave,member,13
4,Lincoln Ave & Peterson Ave,member,13
4,Clark St & Touhy Ave,member,13
5,Bosworth Ave & Howard St,member,13
5,Warren Park East,member,13
5,Cottage Grove Ave & 43rd St,member,13
5,Whipple/Irving Park,member,13
5,Central St & Girard Ave,member,13
5,W Washington Blvd & N Peoria St,member,13
5,Public Rack - Cicero Ave & Wrightwood Ave,member,13
5,Harlem & Irving Park,member,13
6,Kedzie Ave & Foster Ave,member,13
6,DuSable Museum,member,13
6,Ridge Blvd & Howard St,member,13
7,Central Ave & Chicago Ave,member,13
7,California Ave & Lake St,member,13
7,Stony Island Ave & 71st St,member,13
7,Rainbow Beach,member,13
7,Racine Ave & 13th St,member,13
7,State St & 29th St,member,13
7,Clinton St & Polk St,member,13
1,Public Rack - Western Blvd & 49th St,member,13
1,Sawyer Ave & Irving Park Rd,member,13
2,Public Rack - Lockwood Ave & Diversey Ave,member,13
7,Central St & Girard Ave,member,13
7,Richmond St & 59th St,member,13
5,Evanston Civic Center,member,13
1,Public Rack - Walden Pkwy & 103rd St,member,12
1,Public Rack - Harold Washington Park,member,12
2,Public Rack - Kilbourn Ave & Fullerton Ave,member,12
2,Kilbourn Ave & Irving Park Rd,member,12
2,Ashland Ave & McDowell Ave,member,12
2,Ridge Blvd & Touhy Ave,member,12
2,Public Rack - Pulaski Rd & Armitage Ave,member,12
2,DuSable Museum,member,12
3,Evans Ave & 75th St,member,12
3,Public Rack - Champlain Ave & 65th St,member,12
3,Public Rack - Loomis St & 87th St,member,12
3,DuSable Museum,member,12
4,Kedzie Ave & 21st St,member,12
4,Lincolnwood Dr & Central St,member,12
4,Green St & Randolph St*,member,12
4,Dorchester Ave & 63rd St,member,12
4,Dorchester Ave & 49th St,member,12
4,Ashland Ave & 50th St,member,12
4,Western Ave & Berteau Ave,member,12
5,Hamlin Ave & Grand Ave,member,12
5,Public Rack - Hamlin Ave & Fullerton Ave,member,12
5,MLK Jr Dr & 47th St,member,12
5,Western Blvd & 48th Pl,member,12
5,Public Rack - Washtenaw Ave & Superior St,member,12
5,California Ave & Lake St,member,12
5,Kedzie Ave & Foster Ave,member,12
6,Central Ave & Lake St,member,12
6,Kostner Ave & Wrightwood Ave,member,12
6,Rockwell St & Eastwood Ave,member,12
6,Normal Ave & Archer Ave,member,12
6,Kedzie Ave & 48th Pl,member,12
6,California Ave & Lake St,member,12
6,South Shore Dr & 71st St,member,12
6,Campbell Ave & Irving Park Rd,member,12
6,Jeffery Blvd & 67th St,member,12
7,Public Rack - Cicero Ave & Wrightwood Ave,member,12
7,California Ave & 21st St,member,12
7,Pulaski Rd & 51st St,member,12
7,Jeffery Blvd & 71st St,member,12
1,Halsted St & 51st St,member,12
3,Oglesby Ave & 100th St,member,12
3,Perry Ave & 69th St,member,12
4,Hoyne Ave & 47th St,member,12
4,Damen Ave & Pershing Rd,member,12
4,MLK Jr Dr & 47th St,member,12
5,Albany Ave & Belmont Ave,member,12
7,Public Rack - Champlain Ave & 65th St,member,12
7,Stony Island Ave & 63rd St,member,12
1,MLK Jr Dr & Pershing Rd,member,12
1,Keystone Ave & Fullerton Ave,member,11
1,Harlem & Irving Park,member,11
1,Sayre & Diversey,member,11
1,Lincoln Ave & Peterson Ave,member,11
1,Valli Produce - Evanston Plaza,member,11
1,Sacramento Blvd & Franklin Blvd,member,11
1,Jeffery Blvd & 71st St,member,11
1,Public Rack - Kostner Ave & Armitage Ave,member,11
1,Central Ave & Chicago Ave,member,11
1,Eberhart Ave & 61st St,member,11
1,Public Rack - Pulaski Rd & Armitage Ave,member,11
1,Keystone Ave & Montrose Ave,member,11
2,Virginia Ave & Catalpa Ave,member,11
2,Central Ave & Chicago Ave,member,11
2,Elston Ave & Henderson St,member,11
2,Cottage Grove Ave & 83rd St,member,11
2,Martin Luther King Dr & 111th St,member,11
2,Public Rack - Nagle Ave & Belmont Ave,member,11
2,Mozart St & Jackson Blvd,member,11
2,Halsted St & 51st St,member,11
